complex_id	complex_name	protein_id
528	NuA4/Tip60 HAT complex	Q9H0E9
528	NuA4/Tip60 HAT complex	Q9HAF1
528	NuA4/Tip60 HAT complex	Q9NPF5
528	NuA4/Tip60 HAT complex	Q96L91
528	NuA4/Tip60 HAT complex	Q9H2F5
528	NuA4/Tip60 HAT complex	Q92993
528	NuA4/Tip60 HAT complex	Q9NXR8
528	NuA4/Tip60 HAT complex	Q9UBU8
528	NuA4/Tip60 HAT complex	Q15014
528	NuA4/Tip60 HAT complex	Q9NV56
528	NuA4/Tip60 HAT complex	Q9Y265
528	NuA4/Tip60 HAT complex	Q9Y230
528	NuA4/Tip60 HAT complex	Q9Y4A5
528	NuA4/Tip60 HAT complex	O95619
5280	RAB9-TIP47-MPRI complex	P11717
5280	RAB9-TIP47-MPRI complex	O60664
5280	RAB9-TIP47-MPRI complex	P51151
5281	Cell-cell junction complex (CDH1-CTNNB1)	P12830
5281	Cell-cell junction complex (CDH1-CTNNB1)	P35222
5282	CAS-SRC-FAK complex	P56945
5282	CAS-SRC-FAK complex	Q05397
5282	CAS-SRC-FAK complex	P12931
5283	tRNA splicing endonuclease	Q92989
5283	tRNA splicing endonuclease	Q8WW01
5283	tRNA splicing endonuclease	Q8NCE0
5283	tRNA splicing endonuclease	Q9BSV6
5283	tRNA splicing endonuclease	Q7Z6J9
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Q92989
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Q8NCE0
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Q7Z6J9
5285	TNF-alpha/NF-kappa B signaling complex 9	Q16543
5285	TNF-alpha/NF-kappa B signaling complex 9	O15111
5285	TNF-alpha/NF-kappa B signaling complex 9	Q13451
5285	TNF-alpha/NF-kappa B signaling complex 9	P08238
5285	TNF-alpha/NF-kappa B signaling complex 9	Q15653
5286	TNF-alpha/NF-kappa B signaling complex 10	Q676U5
5286	TNF-alpha/NF-kappa B signaling complex 10	Q8IX12
5286	TNF-alpha/NF-kappa B signaling complex 10	Q16543
5286	TNF-alpha/NF-kappa B signaling complex 10	O15111
5286	TNF-alpha/NF-kappa B signaling complex 10	P07900
5286	TNF-alpha/NF-kappa B signaling complex 10	P08238
5286	TNF-alpha/NF-kappa B signaling complex 10	Q9Y6K9
5286	TNF-alpha/NF-kappa B signaling complex 10	Q15653
5286	TNF-alpha/NF-kappa B signaling complex 10	Q9UHD2
5286	TNF-alpha/NF-kappa B signaling complex 10	P40222
5287	CDK4-CCND1 complex	P24385
5287	CDK4-CCND1 complex	P11802
5288	P53-BARD1-Ku70 complex	Q99728
5288	P53-BARD1-Ku70 complex	P04637
5288	P53-BARD1-Ku70 complex	P12956
529	NuA4/Tip60 HAT complex	O96019
529	NuA4/Tip60 HAT complex	Q9H0E9
529	NuA4/Tip60 HAT complex	Q9HAF1
529	NuA4/Tip60 HAT complex	Q9NPF5
529	NuA4/Tip60 HAT complex	Q96L91
529	NuA4/Tip60 HAT complex	Q9H2F5
529	NuA4/Tip60 HAT complex	Q92993
529	NuA4/Tip60 HAT complex	Q9NXR8
529	NuA4/Tip60 HAT complex	Q9UBU8
529	NuA4/Tip60 HAT complex	Q15014
529	NuA4/Tip60 HAT complex	Q9NV56
529	NuA4/Tip60 HAT complex	Q9Y265
529	NuA4/Tip60 HAT complex	Q9Y230
529	NuA4/Tip60 HAT complex	Q9Y4A5
529	NuA4/Tip60 HAT complex	Q15906
529	NuA4/Tip60 HAT complex	O95619
5293	ETS2-SMARCA4-INI1 complex	P15036
5293	ETS2-SMARCA4-INI1 complex	P51532
5293	ETS2-SMARCA4-INI1 complex	Q12824
531	XPA-ERCC1-ERCC4 complex	P07992
531	XPA-ERCC1-ERCC4 complex	Q92889
531	XPA-ERCC1-ERCC4 complex	P23025
5317	LATS1-HTRA2-BIRC4 complex	O43464
5317	LATS1-HTRA2-BIRC4 complex	O95835
5317	LATS1-HTRA2-BIRC4 complex	P98170
5318	DDEF1-CTTN-PXN complex	Q14247
5318	DDEF1-CTTN-PXN complex	Q9ULH1
5318	DDEF1-CTTN-PXN complex	P49023
5319	CDH1-CKS1B complex	P12830
5319	CDH1-CKS1B complex	P61024
5320	CDH1-SKP2 complex	P12830
5320	CDH1-SKP2 complex	Q13309
533	IMP3-IMP4-MPP10 complex	Q9NV31
533	IMP3-IMP4-MPP10 complex	Q96G21
533	IMP3-IMP4-MPP10 complex	O00566
5331	YY1-MDM2-p53 complex	Q00987
5331	YY1-MDM2-p53 complex	P04637
5331	YY1-MDM2-p53 complex	P25490
5337	ELMO1-DOCK1 complex	Q14185
5337	ELMO1-DOCK1 complex	Q92556
5341	ELMO1-DOCK2 complex	Q92608
5341	ELMO1-DOCK2 complex	Q92556
5342	ELMO1-DOCK1-RAC1 complex	Q14185
5342	ELMO1-DOCK1-RAC1 complex	Q92556
5342	ELMO1-DOCK1-RAC1 complex	P63000
5343	ELMO1-DOCK1-CRKII complex	P46108
5343	ELMO1-DOCK1-CRKII complex	Q14185
5343	ELMO1-DOCK1-CRKII complex	Q92556
535	TRAP complex	P24863
535	TRAP complex	Q15648
535	TRAP complex	Q9BTT4
535	TRAP complex	Q93074
535	TRAP complex	Q9UHV7
535	TRAP complex	O60244
535	TRAP complex	Q9Y2X0
535	TRAP complex	Q9NVC6
535	TRAP complex	Q13503
535	TRAP complex	O75448
535	TRAP complex	Q6P2C8
535	TRAP complex	Q9Y3C7
535	TRAP complex	Q9NPJ6
535	TRAP complex	O75586
535	TRAP complex	P10827
535	TRAP complex	Q9Y2W1
536	TRPC1-TRPC3-TRPC7 complex	P48995
536	TRPC1-TRPC3-TRPC7 complex	Q13507
536	TRPC1-TRPC3-TRPC7 complex	Q9HCX4
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	Q9UKV8
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	P51114
5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	Q9UJX3
5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	Q13042
5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	P30260
5363	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	P35269
5363	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	Q00839
5363	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	P24928
5367	THRB-RXRB complex	P28702
5367	THRB-RXRB complex	P10828
5369	ATM homodimer complex	Q13315
5370	ERAP1-ERAP2 complex	Q9NZ08
5370	ERAP1-ERAP2 complex	Q6P179
5371	Grancalcin-sorcin complex	P28676
5371	Grancalcin-sorcin complex	P30626
5372	SRI homodimer complex	P30626
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	Q92831
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	O95359
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	Q9Y6A5
5375	EGR-EP300 complex	P18146
5375	EGR-EP300 complex	Q09472
5377	RNA-induced silencing complex, RISC	Q9UPY3
5377	RNA-induced silencing complex, RISC	Q9UKV8
5377	RNA-induced silencing complex, RISC	Q15633
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Q9UPY3
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Q9UKV8
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	P56537
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Q9HCE1
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	P62424
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Q15633
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Q9UHA3
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Q9UPY3
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P56537
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Q9HCE1
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P62906
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P62913
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P30050
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P26373
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P50914
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P61313
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Q02543
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P84098
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P46778
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P61353
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P46779
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P62888
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P62910
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P49207
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P18077
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Q9Y3U8
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P61513
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P18124
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P62424
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P05386
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P05387
5381	RNA-induced silencing complex, RISC	Q9UPY3
5381	RNA-induced silencing complex, RISC	Q9UKV8
5381	RNA-induced silencing complex, RISC	Q15633
5382	ARNT-HIF1A complex	P27540
5382	ARNT-HIF1A complex	Q16665
5383	TRIB3-DDIT3 complex	P35638
5383	TRIB3-DDIT3 complex	Q96RU7
5384	RAG1-RAG2 tetramer complex	P15918
5384	RAG1-RAG2 tetramer complex	P55895
5385	GAIT complex	P07814
5385	GAIT complex	P04406
5385	GAIT complex	P40429
5385	GAIT complex	O60506
5386	MLL1-WDR5 complex	Q9UBL3
5386	MLL1-WDR5 complex	Q8IXM2
5386	MLL1-WDR5 complex	Q6PI98
5386	MLL1-WDR5 complex	Q9HCK8
5386	MLL1-WDR5 complex	O75461
5386	MLL1-WDR5 complex	P51610
5386	MLL1-WDR5 complex	P34932
5386	MLL1-WDR5 complex	Q7Z3B3
5386	MLL1-WDR5 complex	Q9Y4W2
5386	MLL1-WDR5 complex	Q96EZ8
5386	MLL1-WDR5 complex	O43451
5386	MLL1-WDR5 complex	Q03164
5386	MLL1-WDR5 complex	Q9H7Z6
5386	MLL1-WDR5 complex	Q8IZL8
5386	MLL1-WDR5 complex	Q9BVI0
5386	MLL1-WDR5 complex	Q8WWY3
5386	MLL1-WDR5 complex	Q15291
5386	MLL1-WDR5 complex	Q99496
5386	MLL1-WDR5 complex	Q9Y265
5386	MLL1-WDR5 complex	Q9H4L4
5386	MLL1-WDR5 complex	P21675
5386	MLL1-WDR5 complex	O00268
5386	MLL1-WDR5 complex	P49848
5386	MLL1-WDR5 complex	Q15545
5386	MLL1-WDR5 complex	Q16594
5386	MLL1-WDR5 complex	Q9NXF1
5386	MLL1-WDR5 complex	P61964
5388	SERPINA1-ELA2 complex	P08246
5388	SERPINA1-ELA2 complex	P01009
5389	SERPINA3-CTSG complex	P08311
5389	SERPINA3-CTSG complex	P01011
5391	SERPINA1-CTSG complex	P08311
5391	SERPINA1-CTSG complex	P01009
54	SIN3 complex	Q13547
54	SIN3 complex	Q92769
54	SIN3 complex	Q09028
54	SIN3 complex	Q16576
54	SIN3 complex	O00422
54	SIN3 complex	O75446
54	SIN3 complex	Q96ST3
5400	BRCC complex	P38398
5400	BRCC complex	P51587
5400	BRCC complex	P46736
5400	BRCC complex	Q9NXR7
5400	BRCC complex	Q06609
5401	PLEKHM2-KIF5B complex	P33176
5401	PLEKHM2-KIF5B complex	Q8IWE5
5407	NGF-TrkA complex	P01138
5407	NGF-TrkA complex	P04629
5408	Neurotrophin-3-p75 complex	P08138
5408	Neurotrophin-3-p75 complex	P20783
5409	TIAM1-GRIN1 complex	Q05586
5409	TIAM1-GRIN1 complex	Q13009
541	IGF1-IGFBP3-ALS complex	P05019
541	IGF1-IGFBP3-ALS complex	P35858
541	IGF1-IGFBP3-ALS complex	P17936
5411	EDG1-HTR1D complex	P21453
5411	EDG1-HTR1D complex	P28221
5412	HTR1D  homodimer complex	P28221
5414	HTR1A-HTR1D complex	P08908
5414	HTR1A-HTR1D complex	P28221
5415	HTR1B homodimer complex	P28222
5416	HTR1A-HTR1B complex	P08908
5416	HTR1A-HTR1B complex	P28222
5417	HTR1D-HTR1B complex	P28222
5417	HTR1D-HTR1B complex	P28221
5418	GABBR2-HTR1A complex	O75899
5418	GABBR2-HTR1A complex	P08908
5419	HTR1A-GPR26 complex	Q8NDV2
5419	HTR1A-GPR26 complex	P08908
5420	HTR1A-EDG3 complex	Q99500
5420	HTR1A-EDG3 complex	P08908
5421	HTR1A homodimer complex	P08908
5422	HTR1A-EDG1 complex	P21453
5422	HTR1A-EDG1 complex	P08908
5423-1	HSP70-BAG5-PARK2 complex-1	Q9UL15
5423-1	HSP70-BAG5-PARK2 complex-1	O60260
5423-1	HSP70-BAG5-PARK2 complex-1	P08107
5423-2	HSP70-BAG5-PARK2 complex-2	Q9UL15
5423-2	HSP70-BAG5-PARK2 complex-2	O60260
5423-2	HSP70-BAG5-PARK2 complex-2	P34932
5424	NGF-p75 complex	P01138
5424	NGF-p75 complex	P08138
5426	ANCO1-HDAC3  complex	Q6UB99
5426	ANCO1-HDAC3  complex	O15379
5432	Sororin-cohesin complex	Q96FF9
5432	Sororin-cohesin complex	Q29RF7
5432	Sororin-cohesin complex	Q9NTI5
5432	Sororin-cohesin complex	O60216
5432	Sororin-cohesin complex	Q14683
5432	Sororin-cohesin complex	Q9UQE7
5441	NRG1-IKZF4 complex	Q9H2S9
5441	NRG1-IKZF4 complex	Q02297
5442	EPOR receptor complex	P19235
5444	CRKII-C3G complex	P46108
5444	CRKII-C3G complex	Q13905
5446	EPO-EPOR complex	P01588
5446	EPO-EPOR complex	P19235
5449	Splicing-associated factors complex	P35659
5449	Splicing-associated factors complex	Q9Y5S9
5449	Splicing-associated factors complex	Q15287
5449	Splicing-associated factors complex	Q8IYB3
5449	Splicing-associated factors complex	Q86V81
5450	Mediator complex	Q15648
5450	Mediator complex	Q9BTT4
5450	Mediator complex	Q9P086
5450	Mediator complex	Q9UHV7
5450	Mediator complex	Q71F56
5450	Mediator complex	O60244
5450	Mediator complex	Q96RN5
5450	Mediator complex	Q9Y2X0
5450	Mediator complex	Q9NVC6
5450	Mediator complex	Q9BUE0
5450	Mediator complex	Q9H944
5450	Mediator complex	Q13503
5450	Mediator complex	Q15528
5450	Mediator complex	Q9ULK4
5450	Mediator complex	O75448
5450	Mediator complex	Q71SY5
5450	Mediator complex	O95402
5450	Mediator complex	Q6P2C8
5450	Mediator complex	Q9NX70
5450	Mediator complex	Q96HR3
5450	Mediator complex	Q9Y3C7
5450	Mediator complex	Q9NPJ6
5450	Mediator complex	O75586
5450	Mediator complex	O43513
5450	Mediator complex	Q96G25
5450	Mediator complex	A0JLT2
5450	Mediator complex	O60313
5451	MED18-MED20-MED29 mediator subcomplex	Q9BUE0
5451	MED18-MED20-MED29 mediator subcomplex	Q9H944
5451	MED18-MED20-MED29 mediator subcomplex	Q9NX70
5460	p50-p65 NF(kappa)B complex	P19838
5460	p50-p65 NF(kappa)B complex	Q04206
5461	p50-p65 NF(kappa)B-SRC1 complex	Q15788
5461	p50-p65 NF(kappa)B-SRC1 complex	P19838
5461	p50-p65 NF(kappa)B-SRC1 complex	Q04206
5464	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex	P19838
5464	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex	P25963
5464	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex	Q04206
5465	IKB(epsilon)-RELA-cREL complex	O00221
5465	IKB(epsilon)-RELA-cREL complex	Q04864
5465	IKB(epsilon)-RELA-cREL complex	Q04206
5466	IKB(beta)-RELA-cREL complex	Q15653
5466	IKB(beta)-RELA-cREL complex	Q04864
5466	IKB(beta)-RELA-cREL complex	Q04206
5467	IKB(alpha)-RELA-cREL complex	P25963
5467	IKB(alpha)-RELA-cREL complex	Q04864
5467	IKB(alpha)-RELA-cREL complex	Q04206
547	SMCC complex	P24863
547	SMCC complex	P49336
547	SMCC complex	Q15648
547	SMCC complex	Q93074
547	SMCC complex	Q9UHV7
547	SMCC complex	O60244
547	SMCC complex	Q9Y2X0
547	SMCC complex	Q9NVC6
547	SMCC complex	Q13503
547	SMCC complex	O75448
547	SMCC complex	Q6P2C8
547	SMCC complex	Q9NPJ6
547	SMCC complex	O75586
547	SMCC complex	Q9Y2W1
5473	FAS-FADD-CASP8 complex	Q14790
5473	FAS-FADD-CASP8 complex	Q13158
5473	FAS-FADD-CASP8 complex	P25445
5475	MURR1-NF(kappa)Bp65-IKBA complex	Q8N668
5475	MURR1-NF(kappa)Bp65-IKBA complex	P25963
5475	MURR1-NF(kappa)Bp65-IKBA complex	Q04206
548	DRIP complex	Q15648
548	DRIP complex	Q93074
548	DRIP complex	Q9UHV7
548	DRIP complex	O60244
548	DRIP complex	Q9Y2X0
548	DRIP complex	Q9NVC6
548	DRIP complex	Q9ULK4
548	DRIP complex	O75448
548	DRIP complex	O95402
548	DRIP complex	Q9NPJ6
548	DRIP complex	O75586
548	DRIP complex	O43513
548	DRIP complex	P28702
548	DRIP complex	P11473
549	DRIP complex	Q15648
549	DRIP complex	Q93074
549	DRIP complex	Q9UHV7
549	DRIP complex	O60244
549	DRIP complex	Q9Y2X0
549	DRIP complex	Q9NVC6
549	DRIP complex	Q9ULK4
549	DRIP complex	O75448
549	DRIP complex	O95402
549	DRIP complex	Q9NPJ6
549	DRIP complex	O75586
549	DRIP complex	O43513
549	DRIP complex	P28702
549	DRIP complex	P11473
5492	IKBA-NF(kappa)Bp65-NF(kappa)Bp50 complex	P19838
5492	IKBA-NF(kappa)Bp65-NF(kappa)Bp50 complex	P25963
5492	IKBA-NF(kappa)Bp65-NF(kappa)Bp50 complex	Q04206
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	P51946
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	P50613
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	P18074
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	P19447
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	P32780
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	Q13888
5498	ILK-PARVB-ARHGEF6 complex	Q15052
5498	ILK-PARVB-ARHGEF6 complex	Q13418
5498	ILK-PARVB-ARHGEF6 complex	Q9HBI1
5499	PARVB-ARHGEF6 complex	Q15052
5499	PARVB-ARHGEF6 complex	Q9HBI1
55	HDAC4-ERK1 complex	P56524
55	HDAC4-ERK1 complex	P27361
550	NOS3-CAV1-NOSTRIN complex	Q03135
550	NOS3-CAV1-NOSTRIN complex	P29474
550	NOS3-CAV1-NOSTRIN complex	Q8IVI9
5502	EED-EZH-YY1 polycomb complex	O75530
5502	EED-EZH-YY1 polycomb complex	Q15910
5502	EED-EZH-YY1 polycomb complex	P25490
551-1	TDT-TDIF2-core-histone complex-1	P04053
551-1	TDT-TDIF2-core-histone complex-1	Q5QJE6
551-1	TDT-TDIF2-core-histone complex-1	O75367
551-2	TDT-TDIF2-core-histone complex-2	P04053
551-2	TDT-TDIF2-core-histone complex-2	Q5QJE6
551-2	TDT-TDIF2-core-histone complex-2	Q9P0M6
5513	Polycomb repressive complex	P35226
5513	Polycomb repressive complex	O00257
5513	Polycomb repressive complex	P78364
5513	Polycomb repressive complex	Q06587
5518	BMI1-HPH1-HPH2 complex	P35226
5518	BMI1-HPH1-HPH2 complex	P78364
5518	BMI1-HPH1-HPH2 complex	Q8IXK0
552	IFNB1-IFNAR1-IFNAR2- complex	P17181
552	IFNB1-IFNAR1-IFNAR2- complex	P48551
552	IFNB1-IFNAR1-IFNAR2- complex	P01574
5521	EED-EZH polycomb complex	O75530
5521	EED-EZH polycomb complex	Q15910
5526	CALM1-FKBP38-BCL2 complex	P10415
5526	CALM1-FKBP38-BCL2 complex	P62158
5526	CALM1-FKBP38-BCL2 complex	Q14318
5529	TRAF2-cIAP1/BIRC2 complex	Q13490
5529	TRAF2-cIAP1/BIRC2 complex	Q12933
553	RHOA-IP3R-TRPC1 complex	Q14643
553	RHOA-IP3R-TRPC1 complex	P61586
553	RHOA-IP3R-TRPC1 complex	P48995
5530	Homodimeric complex LTBR	P36941
5531	Tumor necrosis factor receptor 1 signaling complex	Q13490
5531	Tumor necrosis factor receptor 1 signaling complex	P19438
5531	Tumor necrosis factor receptor 1 signaling complex	Q15628
5531	Tumor necrosis factor receptor 1 signaling complex	Q12933
5534	PLCB1-PARD3-PARD6A complex	Q8TEW0
5534	PLCB1-PARD3-PARD6A complex	Q9NPB6
5534	PLCB1-PARD3-PARD6A complex	Q9NQ66
5535	PLCB3-PARD3-PARD6A complex	Q8TEW0
5535	PLCB3-PARD3-PARD6A complex	Q9NPB6
5535	PLCB3-PARD3-PARD6A complex	Q01970
554	PBAF complex (Polybromo- and BAF containing complex)	O96019
554	PBAF complex (Polybromo- and BAF containing complex)	Q68CP9
554	PBAF complex (Polybromo- and BAF containing complex)	Q86U86
554	PBAF complex (Polybromo- and BAF containing complex)	P51532
554	PBAF complex (Polybromo- and BAF containing complex)	Q12824
554	PBAF complex (Polybromo- and BAF containing complex)	Q92922
554	PBAF complex (Polybromo- and BAF containing complex)	Q8TAQ2
554	PBAF complex (Polybromo- and BAF containing complex)	Q96GM5
554	PBAF complex (Polybromo- and BAF containing complex)	Q92925
554	PBAF complex (Polybromo- and BAF containing complex)	Q969G3
5540	TRAF2-TRADD complex	Q15628
5540	TRAF2-TRADD complex	Q12933
5541	Ternary complex (TRAF2, FADD, TRADD)	Q13158
5541	Ternary complex (TRAF2, FADD, TRADD)	Q15628
5541	Ternary complex (TRAF2, FADD, TRADD)	Q12933
5542	CCNB2-CDC2 complex	O95067
5542	CCNB2-CDC2 complex	P06493
5543	CCNB1-CDC2 complex	P14635
5543	CCNB1-CDC2 complex	P06493
5544	CDC2-PCNA-CCNB1-GADD45A complex	P14635
5544	CDC2-PCNA-CCNB1-GADD45A complex	P06493
5544	CDC2-PCNA-CCNB1-GADD45A complex	P24522
5544	CDC2-PCNA-CCNB1-GADD45A complex	P12004
5545	CDC2-PCNA-CCNB1-GADD45B complex	P14635
5545	CDC2-PCNA-CCNB1-GADD45B complex	P06493
5545	CDC2-PCNA-CCNB1-GADD45B complex	O75293
5545	CDC2-PCNA-CCNB1-GADD45B complex	P12004
5546	CDC2-PCNA-CCNB1-GADD45G complex	P14635
5546	CDC2-PCNA-CCNB1-GADD45G complex	P06493
5546	CDC2-PCNA-CCNB1-GADD45G complex	O95257
5546	CDC2-PCNA-CCNB1-GADD45G complex	P12004
5548	IL-12 heterodimer complex	P29459
5548	IL-12 heterodimer complex	P29460
5549	IL-12 subunit p40 homodimer complex	P29460
555	BAF complex	O96019
555	BAF complex	O14497
555	BAF complex	P51532
555	BAF complex	Q12824
555	BAF complex	Q92922
555	BAF complex	Q8TAQ2
555	BAF complex	Q96GM5
555	BAF complex	Q92925
555	BAF complex	Q969G3
5550	CDC2-CCNB1-CCNF complex	P14635
5550	CDC2-CCNB1-CCNF complex	P41002
5550	CDC2-CCNB1-CCNF complex	P06493
5551	CDC2-CCNB1-PTCH1 complex	P14635
5551	CDC2-CCNB1-PTCH1 complex	P06493
5551	CDC2-CCNB1-PTCH1 complex	Q13635
5556	CDK2-CCNA2 complex	P20248
5556	CDK2-CCNA2 complex	P24941
5557	CDC2-CCNA2 complex	P20248
5557	CDC2-CCNA2 complex	P06493
5558	PAR6-CDC42 complex	P60953
5558	PAR6-CDC42 complex	Q9BYG5
5559	CDC2-CCNA2-CDK2 complex	P20248
5559	CDC2-CCNA2-CDK2 complex	P06493
5559	CDC2-CCNA2-CDK2 complex	P24941
556	PBAF complex (Polybromo- and BAF containing complex)	O96019
556	PBAF complex (Polybromo- and BAF containing complex)	Q68CP9
556	PBAF complex (Polybromo- and BAF containing complex)	Q86U86
556	PBAF complex (Polybromo- and BAF containing complex)	P51532
556	PBAF complex (Polybromo- and BAF containing complex)	Q12824
556	PBAF complex (Polybromo- and BAF containing complex)	Q92922
556	PBAF complex (Polybromo- and BAF containing complex)	Q8TAQ2
556	PBAF complex (Polybromo- and BAF containing complex)	Q96GM5
556	PBAF complex (Polybromo- and BAF containing complex)	Q969G3
5560	CDK2-CCNE1 complex	P24864
5560	CDK2-CCNE1 complex	P24941
5564	LMO4-gp130 complex	P40189
5564	LMO4-gp130 complex	P23458
5564	LMO4-gp130 complex	P61968
5564	LMO4-gp130 complex	Q06124
5564	LMO4-gp130 complex	O14543
557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	Q03135
557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	P29992
557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	Q14573
557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	P48995
5573	Stat1-alpha-dimer-CBP DNA-protein complex	Q92793
5573	Stat1-alpha-dimer-CBP DNA-protein complex	P42224
5575	SHP-NR5A2 complex	Q15466
5575	SHP-NR5A2 complex	O00482
5579	CNTF-CNTFR-gp130-LIFR complex	P26441
5579	CNTF-CNTFR-gp130-LIFR complex	P26992
5579	CNTF-CNTFR-gp130-LIFR complex	P40189
5579	CNTF-CNTFR-gp130-LIFR complex	P42702
558	Channel complex TRPM6-TRPM7	Q9BX84
558	Channel complex TRPM6-TRPM7	Q96QT4
5582	LIFR-LIF-gp130 complex	P40189
5582	LIFR-LIF-gp130 complex	P15018
5582	LIFR-LIF-gp130 complex	P42702
5589	LINC complex, S-phase	Q96GY3
5589	LINC complex, S-phase	Q52LA3
5589	LINC complex, S-phase	Q6MZP7
5589	LINC complex, S-phase	Q5TKA1
5589	LINC complex, S-phase	P10244
5589	LINC complex, S-phase	Q09028
5589	LINC complex, S-phase	P28749
559	Decapping complex	Q9NPI6
559	Decapping complex	Q8IU60
559	Decapping complex	P26196
559	Decapping complex	Q96F86
559	Decapping complex	Q6P2E9
5593	LINC core complex	Q96GY3
5593	LINC core complex	Q52LA3
5593	LINC core complex	Q6MZP7
